ElectionDate	OfficeCode(Text)	DistrictCode(Text)	StatusCode	CountyCode	CountyName	OfficeDescription	PartyOrder	PartyName	PartyDescription	CandidateID	CandidateLastName	CandidateFirstName	CandidateMiddleName	CandidateFormerName	CandidateVotes	WriteIn(W)/Uncommitted(Z)	Recount(*)	Nominated(N)/Elected(E)
11/3/2020	10	0	0	42	KEWEENAW	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			47			
11/3/2020	10	0	0	42	KEWEENAW	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		16			
11/3/2020	10	0	0	42	KEWEENAW	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			26			
11/3/2020	10	0	0	42	KEWEENAW	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			31			
11/3/2020	10	0	0	42	KEWEENAW	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			7			
11/3/2020	10	0	0	43	LAKE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			1922			
11/3/2020	10	0	0	43	LAKE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		1825			
11/3/2020	10	0	0	43	LAKE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			3319			
11/3/2020	10	0	0	43	LAKE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			3238			
11/3/2020	10	0	0	43	LAKE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		100			
11/3/2020	10	0	0	43	LAKE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			89			
11/3/2020	10	0	0	43	LAKE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		98			
11/3/2020	10	0	0	43	LAKE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			159			
11/3/2020	10	0	0	43	LAKE	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			64			
11/3/2020	10	0	0	43	LAKE	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			53			
11/3/2020	10	0	0	44	LAPEER	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			13949			
11/3/2020	10	0	0	44	LAPEER	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		13050			
11/3/2020	10	0	0	44	LAPEER	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			30618			
11/3/2020	10	0	0	44	LAPEER	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			29454			
11/3/2020	10	0	0	44	LAPEER	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		1016			
11/3/2020	10	0	0	44	LAPEER	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			1136			
11/3/2020	10	0	0	44	LAPEER	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		612			
11/3/2020	10	0	0	44	LAPEER	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			963			
11/3/2020	10	0	0	44	LAPEER	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			510			
11/3/2020	10	0	0	44	LAPEER	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			412			
11/3/2020	10	0	0	45	LEELANAU	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			7032			
11/3/2020	10	0	0	45	LEELANAU	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		7084			
11/3/2020	10	0	0	45	LEELANAU	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			7492			
11/3/2020	10	0	0	45	LEELANAU	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			7075			
11/3/2020	10	0	0	45	LEELANAU	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		290			
11/3/2020	10	0	0	45	LEELANAU	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			342			
11/3/2020	10	0	0	45	LEELANAU	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		96			
11/3/2020	10	0	0	45	LEELANAU	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			158			
11/3/2020	10	0	0	45	LEELANAU	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			324			
11/3/2020	10	0	0	45	LEELANAU	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			115			
11/3/2020	10	0	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			17333			
11/3/2020	10	0	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		16829			
11/3/2020	10	0	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			28247			
11/3/2020	10	0	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			26703			
11/3/2020	10	0	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		1034			
11/3/2020	10	0	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			1090			
11/3/2020	10	0	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		532			
11/3/2020	10	0	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			1073			
11/3/2020	10	0	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			577			
11/3/2020	10	0	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			342			
11/3/2020	10	0	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			40451			
11/3/2020	10	0	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		38006			
11/3/2020	10	0	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			70352			
11/3/2020	10	0	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			67585			
11/3/2020	10	0	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		2538			
11/3/2020	10	0	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			3035			
11/3/2020	10	0	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		946			
11/3/2020	10	0	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			1536			
11/3/2020	10	0	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			1355			
11/3/2020	10	0	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			700			
11/3/2020	10	0	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			670			
11/3/2020	10	0	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		656			
11/3/2020	10	0	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			1872			
11/3/2020	10	0	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			1773			
11/3/2020	10	0	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		43			
11/3/2020	10	0	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			48			
11/3/2020	10	0	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		32			
11/3/2020	10	0	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			51			
11/3/2020	10	0	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			30			
11/3/2020	10	0	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			63			
11/3/2020	10	0	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			2185			
11/3/2020	10	0	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		2119			
11/3/2020	10	0	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			3764			
11/3/2020	10	0	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			3534			
11/3/2020	10	0	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		117			
11/3/2020	10	0	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			119			
11/3/2020	10	0	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		70			
11/3/2020	10	0	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			116			
11/3/2020	10	0	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			85			
11/3/2020	10	0	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			114			
11/3/2020	10	0	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			205237			
11/3/2020	10	0	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		190331			
11/3/2020	10	0	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			222918			
11/3/2020	10	0	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			213619			
11/3/2020	10	0	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		8432			
11/3/2020	10	0	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			9529			
11/3/2020	10	0	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		5154			
11/3/2020	10	0	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			8152			
11/3/2020	10	0	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			5982			
11/3/2020	10	0	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			3933			
11/3/2020	10	0	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			5108			
11/3/2020	10	0	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		4909			
11/3/2020	10	0	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			7417			
11/3/2020	10	0	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			6978			
11/3/2020	10	0	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		246			
11/3/2020	10	0	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			303			
11/3/2020	10	0	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		170			
11/3/2020	10	0	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			332			
11/3/2020	10	0	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			200			
11/3/2020	10	0	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			130			
11/3/2020	10	0	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			17120			
11/3/2020	10	0	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		17260			
11/3/2020	10	0	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			13855			
11/3/2020	10	0	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			12861			
11/3/2020	10	0	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		801			
11/3/2020	10	0	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			923			
11/3/2020	10	0	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		357			
11/3/2020	10	0	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			568			
11/3/2020	10	0	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			779			
11/3/2020	10	0	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			337			
11/3/2020	10	0	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			5765			
11/3/2020	10	0	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		5591			
11/3/2020	10	0	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			9383			
11/3/2020	10	0	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			8970			
11/3/2020	10	0	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		279			
11/3/2020	10	0	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			296			
11/3/2020	10	0	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		191			
11/3/2020	10	0	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			405			
11/3/2020	10	0	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			202			
11/3/2020	10	0	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			121			
11/3/2020	10	0	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			6244			
11/3/2020	10	0	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		6108			
11/3/2020	10	0	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			12120			
11/3/2020	10	0	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			11670			
11/3/2020	10	0	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		404			
11/3/2020	10	0	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			436			
11/3/2020	10	0	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		203			
11/3/2020	10	0	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			403			
11/3/2020	10	0	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			218			
11/3/2020	10	0	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			136			
11/3/2020	10	0	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			3671			
11/3/2020	10	0	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		3617			
11/3/2020	10	0	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			6666			
11/3/2020	10	0	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			6356			
11/3/2020	10	0	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		214			
11/3/2020	10	0	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			254			
11/3/2020	10	0	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		186			
11/3/2020	10	0	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			287			
11/3/2020	10	0	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			134			
11/3/2020	10	0	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			116			
11/3/2020	10	0	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			16471			
11/3/2020	10	0	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		15981			
11/3/2020	10	0	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			25211			
11/3/2020	10	0	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			23703			
11/3/2020	10	0	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		1012			
11/3/2020	10	0	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			1145			
11/3/2020	10	0	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		414			
11/3/2020	10	0	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			707			
11/3/2020	10	0	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			500			
11/3/2020	10	0	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			266			
11/3/2020	10	0	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			1643			
11/3/2020	10	0	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		1544			
11/3/2020	10	0	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			6090			
11/3/2020	10	0	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			5906			
11/3/2020	10	0	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		129			
11/3/2020	10	0	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			142			
11/3/2020	10	0	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		102			
11/3/2020	10	0	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			124			
11/3/2020	10	0	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			82			
11/3/2020	10	0	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			71			
11/3/2020	10	0	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			28914			
11/3/2020	10	0	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		26748			
11/3/2020	10	0	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			43328			
11/3/2020	10	0	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			41100			
11/3/2020	10	0	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		1706			
11/3/2020	10	0	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			1819			
11/3/2020	10	0	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		1003			
11/3/2020	10	0	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			1549			
11/3/2020	10	0	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			968			
11/3/2020	10	0	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			624			
11/3/2020	10	0	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			8233			
11/3/2020	10	0	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		7878			
11/3/2020	10	0	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			19342			
11/3/2020	10	0	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			18668			
11/3/2020	10	0	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		570			
11/3/2020	10	0	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			644			
11/3/2020	10	0	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519871	Graeser	Ronald	E.		414			
11/3/2020	10	0	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	4	UST	US Taxpayers	519870	Van Sickle	Crystal			666			
11/3/2020	10	0	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	6	GRN	Green	519811	Mawilai	Michael			315			
11/3/2020	10	0	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	7	NLP	Natural Law	519819	Butkovich	Keith			222			
11/3/2020	10	0	0	60	MONTMORENCY	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515550	Bernstein	Mark			1356			
11/3/2020	10	0	0	60	MONTMORENCY	Regent of the University of Michigan 8 Year Terms (2) Positions	1	DEM	Democratic	515732	Diggs	Shauna	Ryder		1306			
11/3/2020	10	0	0	60	MONTMORENCY	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519790	Hubbard	Sarah			3561			
11/3/2020	10	0	0	60	MONTMORENCY	Regent of the University of Michigan 8 Year Terms (2) Positions	2	REP	Republican	519783	Meyers	Carl			3394			
11/3/2020	10	0	0	60	MONTMORENCY	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519846	Hudler	James	L.		104			
11/3/2020	10	0	0	60	MONTMORENCY	Regent of the University of Michigan 8 Year Terms (2) Positions	3	LIB	Libertarian	519847	Larson	Eric			105			
